arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,step,cum_step,lead_step,lead_hours,lead_mtu,lead_lyapunov,nrmse
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,1,6.0,0.05,0.08355,0.53039277
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,2,12.0,0.1,0.1671,1.04795837
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,3,18.0,0.15,0.25065,1.54133856
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,4,24.0,0.2,0.3342,2.05037808
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,5,30.0,0.25,0.41775,2.66929936
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,6,36.0,0.3,0.5013,3.5171237
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,7,42.0,0.35,0.58485,4.66068316
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,8,48.0,0.4,0.6684,6.1940589
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,9,54.0,0.45,0.75195,8.31538486
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,10,60.0,0.5,0.8355,11.28787136
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,11,66.0,0.55,0.91905,15.44863319
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,12,72.0,0.6,1.0026,21.21015739
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,13,78.0,0.65,1.08615,29.20827293
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,14,84.0,0.7,1.1697,40.23323822
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,15,90.0,0.75,1.25325,55.45366287
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,2,2,9975,2101,700009,0,1,1,16,96.0,0.8,1.3368,76.40013885
