n_train,hidden,noise,lr,seed,n_params,params_per_patch,step_budget,batch_size,step_of_best,best_at_boundary,best_train_mse_noisy,best_train_mse_clean,best_val_mse_noisy,best_val_mse_clean,best_test_mse_noisy,best_test_mse_clean,gen_gap_clean,train_vs_noise_floor,noise_floor,final_val_mse_clean,valid_time_mtu,valid_time_lyap,stable,wall_s
10000,64,0.1,0.003,0,42497,0.1062,6000,256,46,0,0.01975756,0.00353359,0.01983264,0.0035468,0.0198649,0.00362708,1.321e-05,0.98787779,0.02,0.00807807,0.45,0.75195,1,7.97
20000,64,0.1,0.001,0,42497,0.0531,6000,256,72,0,0.02138549,0.00329207,0.02132075,0.00325375,0.0213952,0.00338425,-3.832e-05,1.06927427,0.02,0.00796375,0.4,0.6684,1,7.96
20000,64,0.1,0.003,0,42497,0.0531,6000,256,40,0,0.02136929,0.00360456,0.02130686,0.00356751,0.02139868,0.00372167,-3.705e-05,1.06846429,0.02,0.00797061,0.4,0.6684,1,7.97
500,128,0.1,0.001,0,166913,8.3456,6000,256,46,0,0.02145986,0.00380214,0.02175992,0.00389369,0.02189617,0.0040935,9.155e-05,1.07299304,0.02,0.0589265,0.35,0.58485,1,15.45
500,128,0.1,0.003,0,166913,8.3456,6000,256,46,0,0.0217001,0.00317478,0.02198209,0.00324342,0.02211152,0.00342315,6.864e-05,1.08500477,0.02,0.05217211,0.35,0.58485,1,8.29
1000,128,0.1,0.001,0,166913,4.1728,6000,256,46,0,0.02145955,0.00364237,0.02165102,0.00379741,0.02176017,0.00397769,0.00015504,1.07297739,0.02,0.03116304,0.35,0.58485,1,8.03
1000,128,0.1,0.003,0,166913,4.1728,6000,256,46,0,0.02127278,0.00299697,0.02144892,0.00315658,0.02156054,0.00332794,0.00015961,1.06363893,0.02,0.05403021,0.4,0.6684,1,7.96
2000,128,0.1,0.001,0,166913,2.0864,6000,256,46,0,0.02208995,0.00379157,0.02229706,0.00393443,0.02240789,0.00412372,0.00014286,1.10449754,0.02,0.01134644,0.35,0.58485,1,7.88
2000,128,0.1,0.003,0,166913,2.0864,6000,256,46,0,0.02137454,0.0031202,0.02153983,0.003244,0.02165736,0.00342041,0.0001238,1.06872711,0.02,0.03978987,0.4,0.6684,1,7.85
5000,128,0.1,0.001,0,166913,0.8346,6000,256,46,0,0.02222012,0.00384369,0.02227388,0.00375643,0.02236528,0.0039209,-8.726e-05,1.11100581,0.02,0.00859501,0.35,0.58485,1,7.85
5000,128,0.1,0.003,0,166913,0.8346,6000,256,46,0,0.0214086,0.00306261,0.02147856,0.0030106,0.02156655,0.00316371,-5.2e-05,1.07042994,0.02,0.01292602,0.4,0.6684,1,7.85
10000,128,0.1,0.001,0,166913,0.4173,6000,256,46,0,0.02178275,0.00363898,0.02189627,0.0036453,0.02199846,0.0038207,6.31e-06,1.0891377,0.02,0.00806721,0.35,0.58485,1,7.77
10000,128,0.1,0.003,0,166913,0.4173,6000,256,46,0,0.02162245,0.00300489,0.02171744,0.00300769,0.02180181,0.0031537,2.8e-06,1.08112264,0.02,0.00889872,0.4,0.6684,1,7.75
20000,128,0.1,0.001,0,166913,0.2086,6000,256,54,0,0.01990027,0.00370038,0.01982714,0.0036578,0.01986453,0.00377497,-4.259e-05,0.99501349,0.02,0.00821723,0.45,0.75195,1,7.77
20000,128,0.1,0.003,0,166913,0.2086,6000,256,46,0,0.02137602,0.00302352,0.02129049,0.00298095,0.02138671,0.00314052,-4.257e-05,1.06880097,0.02,0.00832135,0.4,0.6684,1,7.76
500,512,0.1,0.001,0,2633729,131.6865,6000,256,97,0,0.01898064,0.00265559,0.01931699,0.00280787,0.01940485,0.0028986,0.00015229,0.94903195,0.02,0.05218645,0.5,0.8355,1,14.25
500,512,0.1,0.003,0,2633729,131.6865,6000,256,314,0,0.01945502,0.00259937,0.02026924,0.00293137,0.02043693,0.00314101,0.00033201,0.97275125,0.02,0.04220936,0.5,0.8355,1,12.77
1000,512,0.1,0.001,0,2633729,65.8432,6000,256,83,0,0.02043676,0.00280658,0.02060991,0.00298453,0.02072873,0.00310616,0.00017794,1.021838,0.02,0.04639781,0.45,0.75195,1,12.26
1000,512,0.1,0.003,0,2633729,65.8432,6000,256,314,0,0.0195886,0.00257114,0.02007667,0.00287175,0.02021347,0.00305972,0.0003006,0.97942995,0.02,0.03262059,0.5,0.8355,1,12.28
2000,512,0.1,0.001,0,2633729,32.9216,6000,256,97,0,0.01869763,0.00280207,0.01881844,0.00292051,0.01890466,0.00301822,0.00011844,0.93488153,0.02,0.0411009,0.55,0.91905,1,12.21
2000,512,0.1,0.003,0,2633729,32.9216,6000,256,314,0,0.01917933,0.00252057,0.01946999,0.00273404,0.01958416,0.00289951,0.00021347,0.95896665,0.02,0.01871733,0.55,0.91905,1,12.24
5000,512,0.1,0.001,0,2633729,13.1686,6000,256,83,0,0.0202971,0.00281823,0.02037615,0.00279954,0.02046054,0.00288291,-1.869e-05,1.01485495,0.02,0.01367746,0.45,0.75195,1,12.26
5000,512,0.1,0.003,0,2633729,13.1686,6000,256,314,0,0.0197912,0.00252448,0.01993159,0.0025035,0.02005503,0.00265601,-2.098e-05,0.98955994,0.02,0.00915934,0.55,0.91905,1,12.28
10000,512,0.1,0.001,0,2633729,6.5843,6000,256,83,0,0.02072538,0.00278494,0.02077774,0.00278292,0.02088365,0.00290025,-2.02e-06,1.03626875,0.02,0.00862284,0.45,0.75195,1,12.25
10000,512,0.1,0.003,0,2633729,6.5843,6000,256,314,0,0.01941437,0.00259524,0.01953434,0.00263233,0.01963793,0.00276431,3.709e-05,0.97071873,0.02,0.00835249,0.55,0.91905,1,12.27
20000,512,0.1,0.001,0,2633729,3.2922,6000,256,83,0,0.02054357,0.00294509,0.02045065,0.00290024,0.02053677,0.0029885,-4.485e-05,1.0271783,0.02,0.00829586,0.5,0.8355,1,12.23
20000,512,0.1,0.003,0,2633729,3.2922,6000,256,271,0,0.02081241,0.00274819,0.02075141,0.00267984,0.02088147,0.00286174,-6.835e-05,1.04062036,0.02,0.00821683,0.5,0.8355,1,12.22
500,64,0.1,0.001,1,42497,2.1248,6000,256,72,0,0.0212845,0.00360773,0.0218492,0.00422875,0.02173061,0.00411366,0.00062103,1.06422482,0.02,0.02167263,0.35,0.58485,1,10.08
500,64,0.1,0.003,1,42497,2.1248,6000,256,40,0,0.02121754,0.00351202,0.02177809,0.00412693,0.0216646,0.004015,0.00061491,1.060877,0.02,0.07158577,0.35,0.58485,1,8.54
1000,64,0.1,0.001,1,42497,1.0624,6000,256,72,0,0.02135244,0.00375045,0.02168532,0.00412554,0.02159653,0.00403875,0.0003751,1.06762191,0.02,0.01033946,0.35,0.58485,1,8.2
1000,64,0.1,0.003,1,42497,1.0624,6000,256,46,0,0.01916478,0.00392281,0.01934789,0.00419105,0.01933486,0.00414892,0.00026824,0.95823882,0.02,0.0407126,0.5,0.8355,1,8.19
2000,64,0.1,0.001,1,42497,0.5312,6000,256,72,0,0.02150475,0.00373228,0.02169861,0.00392895,0.02161569,0.00384991,0.00019667,1.07523771,0.02,0.00865715,0.4,0.6684,1,8.05
2000,64,0.1,0.003,1,42497,0.5312,6000,256,46,0,0.01937626,0.00372194,0.01947005,0.00384466,0.01945765,0.00381898,0.00012272,0.96881315,0.02,0.01531202,0.5,0.8355,1,8.03
5000,64,0.1,0.001,1,42497,0.2125,6000,256,72,0,0.0215382,0.0037721,0.02166633,0.00391367,0.02158777,0.00384384,0.00014157,1.07691009,0.02,0.00820009,0.35,0.58485,1,8.35
5000,64,0.1,0.003,1,42497,0.2125,6000,256,46,0,0.0194842,0.00362582,0.01954418,0.00371985,0.01953225,0.00369402,9.403e-05,0.97421017,0.02,0.00887806,0.45,0.75195,1,8.58
10000,64,0.1,0.001,1,42497,0.1062,6000,256,72,0,0.02176251,0.00379168,0.02172753,0.00385504,0.02164844,0.00377889,6.336e-05,1.08812572,0.02,0.0081513,0.35,0.58485,1,8.15
10000,64,0.1,0.003,1,42497,0.1062,6000,256,40,0,0.02180391,0.00380477,0.02180898,0.00388057,0.02174313,0.00382218,7.581e-05,1.0901954,0.02,0.00787195,0.35,0.58485,1,8.38
20000,64,0.1,0.001,1,42497,0.0531,6000,256,83,0,0.0192558,0.00383207,0.01925438,0.00383979,0.01921849,0.00378056,7.72e-06,0.96279019,0.02,0.00808723,0.45,0.75195,1,8.44
20000,64,0.1,0.003,1,42497,0.0531,6000,256,46,0,0.01945209,0.00380225,0.01940861,0.00380204,0.01940276,0.0037726,-2.1e-07,0.97260438,0.02,0.00803143,0.5,0.8355,1,8.44
500,128,0.1,0.001,1,166913,8.3456,6000,256,46,0,0.02170914,0.00386551,0.02236823,0.0045704,0.0221879,0.00440689,0.00070489,1.08545702,0.02,0.06345438,0.35,0.58485,1,8.87
500,128,0.1,0.003,1,166913,8.3456,6000,256,46,0,0.01952403,0.00349065,0.02000535,0.00400463,0.01993814,0.00393486,0.00051399,0.97620161,0.02,0.05084804,0.4,0.6684,1,8.11
1000,128,0.1,0.001,1,166913,4.1728,6000,256,54,0,0.01871224,0.00409887,0.01904603,0.00446373,0.01897742,0.00438434,0.00036486,0.93561197,0.02,0.03421618,0.5,0.8355,1,7.87
1000,128,0.1,0.003,1,166913,4.1728,6000,256,46,0,0.01970807,0.0033637,0.01999377,0.00366778,0.01993786,0.00361346,0.00030408,0.98540345,0.02,0.05096205,0.4,0.6684,1,7.85
2000,128,0.1,0.001,1,166913,2.0864,6000,256,46,0,0.02156473,0.00394328,0.0218184,0.00419124,0.02167863,0.00406863,0.00024796,1.07823629,0.02,0.01200697,0.35,0.58485,1,7.78
2000,128,0.1,0.003,1,166913,2.0864,6000,256,46,0,0.02057661,0.00364984,0.02072825,0.00380256,0.02067114,0.00375221,0.00015273,1.02883065,0.02,0.04134096,0.35,0.58485,1,7.79
5000,128,0.1,0.001,1,166913,0.8346,6000,256,54,0,0.01913602,0.00407139,0.01924555,0.00419982,0.01916859,0.0041149,0.00012843,0.95680114,0.02,0.00830727,0.5,0.8355,1,7.89
5000,128,0.1,0.003,1,166913,0.8346,6000,256,46,0,0.02001275,0.00350011,0.02009154,0.00359724,0.02005841,0.00356483,9.713e-05,1.00063747,0.02,0.01388417,0.4,0.6684,1,7.81
10000,128,0.1,0.001,1,166913,0.4173,6000,256,54,0,0.01944639,0.00420872,0.01941449,0.00426309,0.01935049,0.00419555,5.437e-05,0.97231958,0.02,0.00815392,0.45,0.75195,1,7.09
10000,128,0.1,0.003,1,166913,0.4173,6000,256,40,0,0.02218435,0.00359042,0.0221712,0.0036668,0.022099,0.00361279,7.638e-05,1.10921767,0.02,0.00865434,0.35,0.58485,1,7.07
20000,128,0.1,0.001,1,166913,0.2086,6000,256,46,0,0.02207539,0.00429295,0.02220323,0.00438239,0.02205737,0.00425187,8.944e-05,1.10376952,0.02,0.00795859,0.35,0.58485,1,7.06
20000,128,0.1,0.003,1,166913,0.2086,6000,256,46,0,0.01986299,0.00372705,0.01988449,0.00374569,0.01987263,0.0037281,1.864e-05,0.99314945,0.02,0.00807457,0.5,0.8355,1,7.85
500,512,0.1,0.001,1,2633729,131.6865,6000,256,83,0,0.02060482,0.00269979,0.02100661,0.0031512,0.02092491,0.00309505,0.00045141,1.03024095,0.02,0.05153481,0.4,0.6684,1,17.87
500,512,0.1,0.003,1,2633729,131.6865,6000,256,314,0,0.01908512,0.0021354,0.019858,0.00276337,0.01976549,0.00271884,0.00062797,0.95425583,0.02,0.04351635,0.55,0.91905,1,13.04
1000,512,0.1,0.001,1,2633729,65.8432,6000,256,83,0,0.02051914,0.00272555,0.02075514,0.00299493,0.02068286,0.0029475,0.00026938,1.02595696,0.02,0.04573685,0.45,0.75195,1,12.43
1000,512,0.1,0.003,1,2633729,65.8432,6000,256,271,0,0.01982988,0.00219146,0.02025625,0.00257751,0.02019497,0.00255202,0.00038605,0.99149412,0.02,0.03283865,0.55,0.91905,1,12.43
2000,512,0.1,0.001,1,2633729,32.9216,6000,256,97,0,0.01874911,0.0028131,0.0188235,0.00289276,0.01879776,0.00288036,7.965e-05,0.93745543,0.02,0.04124973,0.55,0.91905,1,12.36
2000,512,0.1,0.003,1,2633729,32.9216,6000,256,271,0,0.02027587,0.00233141,0.02043936,0.00246509,0.02037861,0.00244236,0.00013369,1.01379342,0.02,0.02055199,0.55,0.91905,1,12.43
5000,512,0.1,0.001,1,2633729,13.1686,6000,256,97,0,0.01877555,0.0028167,0.01880389,0.0028734,0.01878363,0.00286334,5.67e-05,0.93877725,0.02,0.01531155,0.55,0.91905,1,12.4
5000,512,0.1,0.003,1,2633729,13.1686,6000,256,271,0,0.02025415,0.00231902,0.02035875,0.0024073,0.02030902,0.00240104,8.828e-05,1.01270769,0.02,0.00950406,0.55,0.91905,1,12.41
10000,512,0.1,0.001,1,2633729,6.5843,6000,256,83,0,0.02069606,0.00283408,0.02060791,0.00284533,0.02056481,0.00282208,1.125e-05,1.03480285,0.02,0.00864973,0.45,0.75195,1,12.34
10000,512,0.1,0.003,1,2633729,6.5843,6000,256,314,0,0.01960538,0.00231781,0.01954097,0.00230932,0.0194856,0.00228454,-8.48e-06,0.98026879,0.02,0.00828584,0.6,1.0026,1,12.37
20000,512,0.1,0.001,1,2633729,3.2922,6000,256,97,0,0.01872851,0.0028227,0.01871502,0.00282526,0.01869749,0.00281704,2.57e-06,0.93642548,0.02,0.00822329,0.55,0.91905,1,12.36
20000,512,0.1,0.003,1,2633729,3.2922,6000,256,271,0,0.02014169,0.00237453,0.0201846,0.00237867,0.02014926,0.0023628,4.14e-06,1.00708436,0.02,0.00816815,0.55,0.91905,1,12.37
500,64,0.1,0.001,2,42497,2.1248,6000,256,83,0,0.01922372,0.00327374,0.0192283,0.00312929,0.01943822,0.00335918,-0.00014446,0.96118618,0.02,0.01928017,0.5,0.8355,1,10.24
500,64,0.1,0.003,2,42497,2.1248,6000,256,54,0,0.0180923,0.00319528,0.01820897,0.00314095,0.0183665,0.00334187,-5.433e-05,0.90461485,0.02,0.06698506,0.55,0.91905,1,8.4
1000,64,0.1,0.001,2,42497,1.0624,6000,256,83,0,0.01962955,0.00331418,0.01963134,0.00317974,0.0198696,0.00343677,-0.00013445,0.98147774,0.02,0.01042148,0.45,0.75195,1,8.78
1000,64,0.1,0.003,2,42497,1.0624,6000,256,46,0,0.01999488,0.00311205,0.02006494,0.00303933,0.02027255,0.00326865,-7.271e-05,0.99974424,0.02,0.03581336,0.45,0.75195,1,8.8
2000,64,0.1,0.001,2,42497,0.5312,6000,256,83,0,0.01954099,0.0033066,0.01961194,0.00319123,0.01985718,0.00345591,-0.00011537,0.97704967,0.02,0.00851389,0.5,0.8355,1,8.62
2000,64,0.1,0.003,2,42497,0.5312,6000,256,46,0,0.02023236,0.00308276,0.02033016,0.00299287,0.02052191,0.00320792,-8.989e-05,1.01161795,0.02,0.01500385,0.45,0.75195,1,8.59
5000,64,0.1,0.001,2,42497,0.2125,6000,256,72,0,0.0213229,0.00338848,0.02128085,0.0032484,0.02155925,0.00353527,-0.00014007,1.06614511,0.02,0.00803149,0.4,0.6684,1,8.55
5000,64,0.1,0.003,2,42497,0.2125,6000,256,54,0,0.01909553,0.00297358,0.01907922,0.00284499,0.01925486,0.00305965,-0.00012859,0.95477626,0.02,0.0082414,0.55,0.91905,1,8.55
10000,64,0.1,0.001,2,42497,0.1062,6000,256,83,0,0.01979777,0.00334089,0.01965799,0.00314139,0.01990005,0.00341002,-0.0001995,0.9898887,0.02,0.00789083,0.5,0.8355,1,8.66
10000,64,0.1,0.003,2,42497,0.1062,6000,256,46,0,0.02066972,0.0031184,0.02053157,0.00294505,0.02070397,0.00314411,-0.00017335,1.03348596,0.02,0.00818261,0.45,0.75195,1,9.11
20000,64,0.1,0.001,2,42497,0.0531,6000,256,83,0,0.01966606,0.00327698,0.01955104,0.00308534,0.01977331,0.00333063,-0.00019164,0.98330323,0.02,0.00793894,0.5,0.8355,1,8.95
20000,64,0.1,0.003,2,42497,0.0531,6000,256,46,0,0.02012979,0.00325353,0.02003513,0.00308655,0.02021001,0.00329057,-0.00016698,1.00648934,0.02,0.00784568,0.5,0.8355,1,8.52
500,128,0.1,0.001,2,166913,8.3456,6000,256,54,0,0.02009169,0.0040977,0.02008453,0.00395575,0.02035938,0.0042458,-0.00014195,1.00458432,0.02,0.06171653,0.45,0.75195,1,11.53
500,128,0.1,0.003,2,166913,8.3456,6000,256,46,0,0.02023313,0.0033895,0.02027239,0.00330198,0.02043586,0.00352383,-8.752e-05,1.0116565,0.02,0.05091099,0.45,0.75195,1,8.44
1000,128,0.1,0.001,2,166913,4.1728,6000,256,54,0,0.02051734,0.00420589,0.02051611,0.00405584,0.02080563,0.004353,-0.00015005,1.02586709,0.02,0.03074618,0.4,0.6684,1,9.11
1000,128,0.1,0.003,2,166913,4.1728,6000,256,46,0,0.02037219,0.00335358,0.02041741,0.00326172,0.02062994,0.00352286,-9.186e-05,1.01860957,0.02,0.05094346,0.45,0.75195,1,9.18
2000,128,0.1,0.001,2,166913,2.0864,6000,256,54,0,0.02014514,0.0039012,0.02017843,0.00377019,0.02044105,0.00404871,-0.00013101,1.00725703,0.02,0.01112359,0.45,0.75195,1,9.09
2000,128,0.1,0.003,2,166913,2.0864,6000,256,46,0,0.02076783,0.00338618,0.02084015,0.00327759,0.02104799,0.00353749,-0.00010858,1.03839142,0.02,0.03912508,0.45,0.75195,1,9.09
5000,128,0.1,0.001,2,166913,0.8346,6000,256,54,0,0.02104584,0.00393955,0.02095694,0.00375715,0.02123492,0.00404125,-0.0001824,1.05229216,0.02,0.0081397,0.4,0.6684,1,9.19
5000,128,0.1,0.003,2,166913,0.8346,6000,256,46,0,0.02075687,0.00329854,0.02072946,0.00315607,0.02090127,0.00338163,-0.00014247,1.03784334,0.02,0.01215637,0.45,0.75195,1,9.07
10000,128,0.1,0.001,2,166913,0.4173,6000,256,54,0,0.02039416,0.00392537,0.020204,0.00370543,0.02046939,0.00399256,-0.00021994,1.01970807,0.02,0.00790367,0.45,0.75195,1,8.35
10000,128,0.1,0.003,2,166913,0.4173,6000,256,46,0,0.02055372,0.00331193,0.020364,0.00308456,0.02055562,0.00332969,-0.00022737,1.02768624,0.02,0.00828269,0.45,0.75195,1,8.32
20000,128,0.1,0.001,2,166913,0.2086,6000,256,54,0,0.02046775,0.00405189,0.02031181,0.00382596,0.02056458,0.00408933,-0.00022594,1.02338772,0.02,0.00793843,0.4,0.6684,1,8.26
20000,128,0.1,0.003,2,166913,0.2086,6000,256,46,0,0.02037254,0.00348663,0.02027638,0.00330502,0.02041185,0.00350779,-0.00018161,1.01862699,0.02,0.00852372,0.45,0.75195,1,8.28
500,512,0.1,0.001,2,2633729,131.6865,6000,256,97,0,0.01915426,0.00271622,0.01923581,0.00263061,0.01935055,0.00281843,-8.561e-05,0.9577129,0.02,0.04853138,0.5,0.8355,1,22.56
500,512,0.1,0.003,2,2633729,131.6865,6000,256,271,0,0.01905735,0.00266554,0.01935145,0.00266813,0.01954391,0.00288816,2.59e-06,0.9528676,0.02,0.04037067,0.55,0.91905,1,21.53
1000,512,0.1,0.001,2,2633729,65.8432,6000,256,97,0,0.01950621,0.00265406,0.01957807,0.00258128,0.0197189,0.00278809,-7.278e-05,0.97531071,0.02,0.04722098,0.5,0.8355,1,21.47
1000,512,0.1,0.003,2,2633729,65.8432,6000,256,271,0,0.01908437,0.00281419,0.01920849,0.00271787,0.01945845,0.00298722,-9.632e-05,0.9542183,0.02,0.03749549,0.55,0.91905,1,21.46
2000,512,0.1,0.001,2,2633729,32.9216,6000,256,97,0,0.01922397,0.00264335,0.01931148,0.0025469,0.0194343,0.00274294,-9.645e-05,0.96119838,0.02,0.03895799,0.5,0.8355,1,21.8
2000,512,0.1,0.003,2,2633729,32.9216,6000,256,234,0,0.02039862,0.00261096,0.02057521,0.00255484,0.02082064,0.00283048,-5.612e-05,1.01993112,0.02,0.02089431,0.55,0.91905,1,21.91
5000,512,0.1,0.001,2,2633729,13.1686,6000,256,97,0,0.01929627,0.00274916,0.01927156,0.00260078,0.01938909,0.0027996,-0.00014838,0.96481368,0.02,0.01362996,0.5,0.8355,1,22.6
5000,512,0.1,0.003,2,2633729,13.1686,6000,256,234,0,0.02039463,0.0029384,0.0203705,0.0027849,0.02063875,0.00305499,-0.0001535,1.01973154,0.02,0.00929038,0.5,0.8355,1,22.63
10000,512,0.1,0.001,2,2633729,6.5843,6000,256,97,0,0.01919131,0.00265441,0.01910848,0.00251629,0.01919655,0.00268551,-0.00013812,0.9595653,0.02,0.0083463,0.5,0.8355,1,22.56
10000,512,0.1,0.003,2,2633729,6.5843,6000,256,234,0,0.02044115,0.0027254,0.02032185,0.00254131,0.02054731,0.00277297,-0.00018409,1.02205733,0.02,0.00840209,0.5,0.8355,1,22.62
20000,512,0.1,0.001,2,2633729,3.2922,6000,256,97,0,0.01954882,0.00287956,0.0194681,0.00271177,0.01959251,0.00291291,-0.00016779,0.9774412,0.02,0.0084162,0.5,0.8355,1,22.53
20000,512,0.1,0.003,2,2633729,3.2922,6000,256,271,0,0.01952779,0.00286805,0.01937566,0.00265958,0.01956365,0.00286975,-0.00020847,0.97638974,0.02,0.00799252,0.5,0.8355,1,22.56
